Model,DPO2024B
Firmware Version,1.56

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,3.84025e-07,,,
Filter Frequency,290000,,,
Record Length,5208,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.02,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
7.4992e-04,-0.444,-0.448,0.0088,0.0272
7.5030e-04,-0.444,-0.436,0.0088,-0.008
7.5069e-04,-0.444,-0.448,0.0088,0.028
7.5107e-04,-0.444,-0.436,0.0088,-0.0064
7.5145e-04,-0.444,-0.448,0.0072,0.0232
7.5184e-04,-0.444,-0.436,0.0064,-0.0064
7.5222e-04,-0.444,-0.448,0.0056,0.0144
7.5261e-04,-0.444,-0.436,0.0056,-0.0016
7.5299e-04,-0.444,-0.448,0.0064,0.0128
7.5337e-04,-0.444,-0.436,0.008,0.0016
7.5376e-04,-0.444,-0.448,0.0096,0.0224
7.5414e-04,-0.444,-0.436,0.0104,0.0048
7.5453e-04,-0.444,-0.448,0.0104,0.016
7.5491e-04,-0.444,-0.436,0.0112,0.0072
7.5529e-04,-0.444,-0.448,0.012,0.0176
7.5568e-04,-0.444,-0.44,0.012,0.008
7.5606e-04,-0.444,-0.448,0.012,0.0144
7.5645e-04,-0.444,-0.436,0.0128,0.008
7.5683e-04,-0.444,-0.448,0.0136,0.0184
7.5721e-04,-0.444,-0.436,0.0144,0.0064
7.5760e-04,-0.444,-0.448,0.0152,0.0224
7.5798e-04,-0.444,-0.44,0.016,0.012
7.5837e-04,-0.444,-0.448,0.0168,0.0192
7.5875e-04,-0.444,-0.44,0.0168,0.0096
7.5913e-04,-0.444,-0.448,0.016,0.0216
7.5952e-04,-0.444,-0.436,0.016,0.012
7.5990e-04,-0.444,-0.448,0.0168,0.02
7.6029e-04,-0.444,-0.436,0.0168,0.0128
7.6067e-04,-0.444,-0.448,0.016,0.0216
7.6105e-04,-0.444,-0.44,0.0152,0.0112
7.6144e-04,-0.444,-0.448,0.0136,0.0184
7.6182e-04,-0.444,-0.436,0.012,0.0072
7.6221e-04,-0.444,-0.448,0.0112,0.0192
7.6259e-04,-0.444,-0.44,0.0096,0.0024
7.6297e-04,-0.444,-0.448,0.0104,0.0144
7.6336e-04,-0.444,-0.436,0.0112,0.0056
7.6374e-04,-0.444,-0.448,0.012,0.0232
7.6413e-04,-0.444,-0.436,0.0112,0.0072
7.6451e-04,-0.444,-0.448,0.0104,0.0168
7.6489e-04,-0.444,-0.436,0.0096,-0.008
7.6528e-04,-0.444,-0.448,0.0088,0.0232
7.6566e-04,-0.444,-0.44,0.0088,0.0024
7.6605e-04,-0.444,-0.448,0.008,0.0128
7.6643e-04,-0.444,-0.436,0.008,0.0048
7.6681e-04,-0.444,-0.448,0.008,0.0104
7.6720e-04,-0.444,-0.44,0.008,0.004
7.6758e-04,-0.444,-0.448,0.008,0.0128
7.6797e-04,-0.444,-0.44,0.008,0.0032
7.6835e-04,-0.444,-0.448,0.008,0.0144
7.6873e-04,-0.444,-0.436,0.0088,0.004
7.6912e-04,-0.44,-0.448,0.0104,0.0136
7.6950e-04,-0.44,-0.436,0.0112,0.0096
7.6989e-04,-0.44,-0.448,0.0128,0.0152
7.7027e-04,-0.44,-0.436,0.0136,0.0112
7.7065e-04,-0.44,-0.448,0.0144,0.0176
7.7104e-04,-0.44,-0.436,0.0152,0.0104
7.7142e-04,-0.444,-0.448,0.016,0.0216
7.7181e-04,-0.444,-0.44,0.0168,0.0112
7.7219e-04,-0.444,-0.448,0.0168,0.0216
7.7257e-04,-0.444,-0.44,0.0168,0.012
7.7296e-04,-0.444,-0.448,0.0168,0.02
7.7334e-04,-0.444,-0.436,0.0168,0.0096
7.7373e-04,-0.444,-0.448,0.0176,0.0304
7.7411e-04,-0.444,-0.436,0.0176,0.0104
7.7449e-04,-0.444,-0.448,0.0176,0.0232
7.7488e-04,-0.444,-0.44,0.016,0.0112
7.7526e-04,-0.444,-0.448,0.0136,0.024
7.7565e-04,-0.444,-0.436,0.012,0.008
7.7603e-04,-0.444,-0.448,0.0112,0.016
7.7641e-04,-0.444,-0.436,0.0112,0.0064
7.7680e-04,-0.444,-0.448,0.0112,0.0184
7.7718e-04,-0.444,-0.436,0.0104,0.0048
7.7757e-04,-0.444,-0.448,0.0088,0.0136
7.7795e-04,-0.444,-0.436,0.008,0.0024
7.7833e-04,-0.444,-0.448,0.008,0.0128
7.7872e-04,-0.444,-0.436,0.008,0.0056
7.7910e-04,-0.44,-0.448,0.0072,0.0104
7.7949e-04,-0.44,-0.436,0.0072,0.0016
7.7987e-04,-0.44,-0.448,0.0072,0.0136
7.8025e-04,-0.444,-0.436,0.0072,0.0024
7.8064e-04,-0.444,-0.448,0.008,0.012
7.8102e-04,-0.444,-0.436,0.0072,0.0048
7.8141e-04,-0.444,-0.448,0.0064,0.0104
7.8179e-04,-0.444,-0.436,0.0056,0.0032
7.8218e-04,-0.444,-0.448,0.0056,0.008
7.8256e-04,-0.444,-0.436,0.0056,-0.0024
7.8294e-04,-0.444,-0.448,0.0072,0.0112
7.8333e-04,-0.444,-0.44,0.0088,0.0032
7.8371e-04,-0.444,-0.448,0.0104,0.0216
7.8410e-04,-0.444,-0.436,0.0112,0.008
7.8448e-04,-0.444,-0.448,0.0112,0.0152
7.8486e-04,-0.444,-0.436,0.0112,0.0072
7.8525e-04,-0.444,-0.448,0.012,0.0176
7.8563e-04,-0.444,-0.436,0.0128,0.008
7.8602e-04,-0.444,-0.448,0.0136,0.0168
7.8640e-04,-0.444,-0.436,0.0144,0.008
7.8678e-04,-0.444,-0.448,0.0136,0.0232
7.8717e-04,-0.444,-0.436,0.0136,0.0112
7.8755e-04,-0.444,-0.448,0.0128,0.016
7.8794e-04,-0.444,-0.436,0.012,0.0064
7.8832e-04,-0.444,-0.448,0.012,0.0184
7.8870e-04,-0.444,-0.436,0.0112,0.0048
7.8909e-04,-0.444,-0.448,0.0104,0.016
7.8947e-04,-0.444,-0.436,0.0096,0.0056
7.8986e-04,-0.444,-0.448,0.0088,0.0136
7.9024e-04,-0.444,-0.436,0.0072,0.0048
7.9062e-04,-0.444,-0.448,0.0064,0.012
7.9101e-04,-0.444,-0.436,0.0048,-0.000800001
7.9139e-04,-0.444,-0.448,0.004,0.0096
7.9178e-04,-0.444,-0.436,0.0032,-0.0016
7.9216e-04,-0.444,-0.448,0.0024,0.0088
7.9254e-04,-0.444,-0.436,0.0016,-0.0032
7.9293e-04,-0.444,-0.448,0.000799999,0.0056
7.9331e-04,-0.444,-0.44,0.000799999,-0.0048
7.9370e-04,-0.444,-0.448,0.0016,0.012
7.9408e-04,-0.444,-0.436,0.0024,-0.0024
7.9446e-04,-0.444,-0.448,0.0032,0.0104
7.9485e-04,-0.444,-0.436,0.004,-5.72205e-10
7.9523e-04,-0.444,-0.448,0.0048,0.0096
7.9562e-04,-0.444,-0.44,0.0056,0.0016
7.9600e-04,-0.444,-0.448,0.0064,0.008
7.9638e-04,-0.444,-0.436,0.0064,0.0024
7.9677e-04,-0.444,-0.448,0.0072,0.012
7.9715e-04,-0.444,-0.436,0.008,0.004
7.9754e-04,-0.444,-0.448,0.0088,0.0112
7.9792e-04,-0.444,-0.44,0.0096,0.004
7.9830e-04,-0.444,-0.448,0.0104,0.0136
7.9869e-04,-0.444,-0.44,0.0104,0.0048
7.9907e-04,-0.444,-0.448,0.0112,0.0152
7.9946e-04,-0.444,-0.436,0.0112,0.0072
7.9984e-04,-0.444,-0.448,0.012,0.0184
8.0022e-04,-0.444,-0.44,0.012,0.0072
8.0061e-04,-0.444,-0.448,0.0128,0.0168
8.0099e-04,-0.444,-0.436,0.0128,0.0096
8.0138e-04,-0.444,-0.448,0.0128,0.0168
8.0176e-04,-0.444,-0.44,0.012,0.0104
8.0214e-04,-0.444,-0.448,0.0112,0.0152
8.0253e-04,-0.444,-0.44,0.0104,0.0032
8.0291e-04,-0.444,-0.448,0.0096,0.016
8.0330e-04,-0.444,-0.436,0.0104,0.0032
8.0368e-04,-0.444,-0.448,0.0104,0.02
8.0406e-04,-0.444,-0.44,0.0096,0.0056
8.0445e-04,-0.444,-0.448,0.0088,0.0224
8.0483e-04,-0.444,-0.436,0.008,-0.0104
8.0522e-04,-0.444,-0.448,0.0072,0.0192
8.0560e-04,-0.444,-0.436,0.0072,-0.000800001
8.0598e-04,-0.444,-0.448,0.0064,0.0152
8.0637e-04,-0.444,-0.44,0.0056,0.000799999
8.0675e-04,-0.444,-0.448,0.004,0.0096
8.0714e-04,-0.444,-0.44,0.0032,-0.0024
8.0752e-04,-0.444,-0.448,0.0024,0.0096
8.0790e-04,-0.444,-0.44,0.0024,-0.000800001
8.0829e-04,-0.444,-0.448,0.0032,0.0096
8.0867e-04,-0.444,-0.436,0.0032,-0.000800001
8.0906e-04,-0.444,-0.448,0.0032,0.0064
8.0944e-04,-0.444,-0.436,0.0032,-0.0016
8.0982e-04,-0.444,-0.448,0.004,0.0072
8.1021e-04,-0.444,-0.44,0.0048,0.0016
8.1059e-04,-0.444,-0.448,0.0064,0.008
8.1098e-04,-0.444,-0.44,0.0072,0.0024
8.1136e-04,-0.444,-0.448,0.008,0.0144
8.1175e-04,-0.444,-0.436,0.0088,0.004
8.1213e-04,-0.444,-0.448,0.0088,0.0144
8.1251e-04,-0.444,-0.436,0.0088,-5.72205e-10
8.1290e-04,-0.444,-0.448,0.0088,0.0144
8.1328e-04,-0.444,-0.44,0.0104,0.0064
8.1367e-04,-0.444,-0.448,0.012,0.0184
8.1405e-04,-0.444,-0.44,0.0128,0.0072
8.1443e-04,-0.444,-0.448,0.0128,0.0248
8.1482e-04,-0.444,-0.44,0.012,0.008
8.1520e-04,-0.444,-0.448,0.012,0.0168
8.1559e-04,-0.444,-0.436,0.0112,0.0072
8.1597e-04,-0.444,-0.448,0.0104,0.0144
8.1635e-04,-0.444,-0.436,0.0104,0.008
8.1674e-04,-0.444,-0.448,0.0104,0.0128
8.1712e-04,-0.444,-0.436,0.0096,0.0048
8.1751e-04,-0.444,-0.448,0.0088,0.0168
8.1789e-04,-0.444,-0.44,0.008,0.0032
8.1827e-04,-0.444,-0.448,0.0064,0.0128
8.1866e-04,-0.444,-0.436,0.0064,0.004
8.1904e-04,-0.444,-0.448,0.0056,0.0096
8.1943e-04,-0.444,-0.436,0.0056,0.000799999
8.1981e-04,-0.444,-0.448,0.0048,0.012
8.2019e-04,-0.444,-0.436,0.004,0.000799999
8.2058e-04,-0.444,-0.448,0.0032,0.0088
8.2096e-04,-0.444,-0.44,0.0032,-0.0024
8.2135e-04,-0.444,-0.448,0.0024,0.0088
8.2173e-04,-0.444,-0.44,0.0016,-0.000800001
8.2211e-04,-0.444,-0.448,0.0016,0.004
8.2250e-04,-0.444,-0.44,0.0016,-0.0048
8.2288e-04,-0.444,-0.448,0.0016,0.0056
8.2327e-04,-0.444,-0.436,0.0032,-0.0024
8.2365e-04,-0.444,-0.448,0.0048,0.012
8.2403e-04,-0.444,-0.436,0.0064,-0.0016
8.2442e-04,-0.444,-0.448,0.008,0.0168
8.2480e-04,-0.444,-0.436,0.0088,0.004
8.2519e-04,-0.444,-0.448,0.0088,0.0104
8.2557e-04,-0.444,-0.44,0.0096,0.0056
8.2595e-04,-0.444,-0.448,0.0104,0.016
8.2634e-04,-0.444,-0.44,0.0104,0.0056
8.2672e-04,-0.444,-0.448,0.0112,0.0168
8.2711e-04,-0.444,-0.44,0.0112,0.0064
8.2749e-04,-0.444,-0.448,0.012,0.016
8.2787e-04,-0.444,-0.44,0.012,0.0096
8.2826e-04,-0.444,-0.448,0.0128,0.016
8.2864e-04,-0.444,-0.44,0.0128,0.0064
8.2903e-04,-0.444,-0.448,0.012,0.0176
8.2941e-04,-0.444,-0.44,0.012,0.0072
8.2979e-04,-0.444,-0.448,0.0112,0.016
8.3018e-04,-0.444,-0.44,0.0104,0.0064
8.3056e-04,-0.444,-0.448,0.0104,0.0128
8.3095e-04,-0.444,-0.436,0.0104,0.0056
8.3133e-04,-0.444,-0.448,0.0088,0.0152
8.3171e-04,-0.444,-0.44,0.008,0.004
8.3210e-04,-0.444,-0.448,0.0056,0.0128
8.3248e-04,-0.444,-0.44,0.0048,-0.0136
8.3287e-04,-0.444,-0.448,0.004,0.0256
8.3325e-04,-0.444,-0.436,0.0048,-0.0192
8.3363e-04,-0.444,-0.448,0.0048,0.028
8.3402e-04,-0.444,-0.436,0.0056,-0.0024
8.3440e-04,-0.444,-0.448,0.0048,0.0152
8.3479e-04,-0.444,-0.44,0.004,-0.008
8.3517e-04,-0.444,-0.448,0.004,0.012
8.3555e-04,-0.444,-0.44,0.004,-0.000800001
8.3594e-04,-0.444,-0.448,0.004,0.0112
8.3632e-04,-0.444,-0.44,0.004,-0.0016
8.3671e-04,-0.444,-0.448,0.004,0.0088
8.3709e-04,-0.444,-0.44,0.0048,-5.72205e-10
8.3747e-04,-0.444,-0.448,0.0048,0.0096
8.3786e-04,-0.444,-0.44,0.0056,0.000799999
8.3824e-04,-0.444,-0.448,0.0064,0.0104
8.3863e-04,-0.444,-0.44,0.0072,0.0024
8.3901e-04,-0.444,-0.448,0.008,0.0096
8.3939e-04,-0.444,-0.44,0.0088,0.0056
8.3978e-04,-0.444,-0.448,0.0088,0.0128
8.4016e-04,-0.444,-0.44,0.0096,0.0032
8.4055e-04,-0.444,-0.448,0.0104,0.0136
8.4093e-04,-0.444,-0.44,0.0112,0.0064
8.4131e-04,-0.444,-0.448,0.012,0.0152
8.4170e-04,-0.444,-0.44,0.012,0.0096
8.4208e-04,-0.444,-0.448,0.0112,0.0152
8.4247e-04,-0.444,-0.44,0.012,0.0032
8.4285e-04,-0.444,-0.448,0.0128,0.02
8.4324e-04,-0.444,-0.436,0.0136,0.0088
8.4362e-04,-0.444,-0.448,0.0144,0.016
8.4400e-04,-0.444,-0.44,0.0144,0.0096
8.4439e-04,-0.444,-0.448,0.0144,0.0184
8.4477e-04,-0.444,-0.44,0.0144,0.0112
8.4516e-04,-0.444,-0.448,0.0144,0.0168
8.4554e-04,-0.444,-0.44,0.0144,0.0048
8.4592e-04,-0.444,-0.448,0.0144,0.0224
8.4631e-04,-0.444,-0.44,0.0144,0.012
8.4669e-04,-0.444,-0.448,0.0144,0.0176
8.4708e-04,-0.444,-0.44,0.0144,0.0112
8.4746e-04,-0.444,-0.448,0.0152,0.0176
8.4784e-04,-0.444,-0.44,0.0152,0.0128
8.4823e-04,-0.444,-0.448,0.0152,0.0168
8.4861e-04,-0.444,-0.44,0.0152,0.0128
8.4900e-04,-0.444,-0.448,0.0144,0.0168
8.4938e-04,-0.444,-0.44,0.0144,0.0128
8.4976e-04,-0.444,-0.448,0.0144,0.0168
8.5015e-04,-0.444,-0.44,0.0144,0.0128
8.5053e-04,-0.444,-0.448,0.0144,0.0168
8.5092e-04,-0.444,-0.44,0.0144,0.012
8.5130e-04,-0.444,-0.448,0.0144,0.016
8.5168e-04,-0.444,-0.44,0.0144,0.012
8.5207e-04,-0.444,-0.448,0.0144,0.016
8.5245e-04,-0.444,-0.44,0.0144,0.012
8.5284e-04,-0.444,-0.448,0.0144,0.0168
8.5322e-04,-0.444,-0.436,0.0144,0.012
8.5360e-04,-0.444,-0.448,0.0136,0.016
8.5399e-04,-0.444,-0.436,0.0136,0.012
8.5437e-04,-0.444,-0.448,0.0136,0.016
8.5476e-04,-0.444,-0.44,0.0144,0.012
8.5514e-04,-0.444,-0.448,0.0136,0.016
8.5552e-04,-0.444,-0.44,0.0136,0.0112
8.5591e-04,-0.444,-0.448,0.0136,0.016
8.5629e-04,-0.444,-0.436,0.0136,0.0104
8.5668e-04,-0.444,-0.448,0.0136,0.016
8.5706e-04,-0.444,-0.436,0.0136,0.012
8.5744e-04,-0.444,-0.448,0.0136,0.0152
8.5783e-04,-0.444,-0.436,0.0136,0.012
8.5821e-04,-0.444,-0.448,0.0136,0.016
8.5860e-04,-0.444,-0.436,0.0136,0.0112
8.5898e-04,-0.444,-0.448,0.0128,0.0152
8.5936e-04,-0.444,-0.44,0.0128,0.0112
8.5975e-04,-0.444,-0.448,0.0128,0.0152
8.6013e-04,-0.444,-0.436,0.0128,0.0112
8.6052e-04,-0.444,-0.448,0.0128,0.0152
8.6090e-04,-0.444,-0.44,0.012,0.0104
8.6128e-04,-0.444,-0.448,0.012,0.0144
8.6167e-04,-0.444,-0.436,0.012,0.0104
8.6205e-04,-0.444,-0.448,0.012,0.0144
8.6244e-04,-0.444,-0.436,0.012,0.0104
8.6282e-04,-0.444,-0.448,0.012,0.0144
8.6320e-04,-0.444,-0.44,0.012,0.0104
8.6359e-04,-0.444,-0.448,0.012,0.0144
8.6397e-04,-0.444,-0.436,0.012,0.0104
8.6436e-04,-0.444,-0.448,0.012,0.0144
8.6474e-04,-0.444,-0.44,0.012,0.0104
8.6512e-04,-0.444,-0.448,0.012,0.0136
8.6551e-04,-0.444,-0.44,0.012,0.0104
8.6589e-04,-0.444,-0.448,0.012,0.0144
8.6628e-04,-0.444,-0.44,0.012,0.0104
8.6666e-04,-0.444,-0.448,0.012,0.0136
8.6704e-04,-0.444,-0.44,0.012,0.0104
8.6743e-04,-0.444,-0.448,0.012,0.0144
8.6781e-04,-0.444,-0.436,0.012,0.0104
8.6820e-04,-0.444,-0.448,0.012,0.0144
8.6858e-04,-0.444,-0.436,0.012,0.0096
8.6896e-04,-0.444,-0.448,0.012,0.0136
8.6935e-04,-0.444,-0.436,0.012,0.0104
8.6973e-04,-0.444,-0.448,0.012,0.0144
8.7012e-04,-0.444,-0.44,0.012,0.0104
8.7050e-04,-0.444,-0.448,0.012,0.0144
8.7088e-04,-0.444,-0.44,0.012,0.0104
8.7127e-04,-0.444,-0.448,0.012,0.0136
8.7165e-04,-0.444,-0.436,0.012,0.0104
8.7204e-04,-0.444,-0.448,0.012,0.0136
8.7242e-04,-0.444,-0.44,0.012,0.0096
8.7280e-04,-0.444,-0.448,0.012,0.0136
8.7319e-04,-0.444,-0.44,0.012,0.0096
8.7357e-04,-0.444,-0.448,0.012,0.0136
8.7396e-04,-0.444,-0.44,0.012,0.0088
8.7434e-04,-0.444,-0.448,0.012,0.0152
8.7473e-04,-0.444,-0.44,0.0128,0.0104
8.7511e-04,-0.444,-0.448,0.0128,0.0152
8.7549e-04,-0.444,-0.44,0.0128,0.0064
8.7588e-04,-0.444,-0.448,0.012,0.0168
8.7626e-04,-0.444,-0.44,0.0112,0.0064
8.7665e-04,-0.444,-0.448,0.0112,0.0144
8.7703e-04,-0.444,-0.44,0.0112,0.0072
8.7741e-04,-0.444,-0.448,0.0112,0.0152
8.7780e-04,-0.444,-0.436,0.0104,0.0064
8.7818e-04,-0.444,-0.448,0.0104,0.0168
8.7857e-04,-0.444,-0.436,0.0104,0.0048
8.7895e-04,-0.444,-0.448,0.0104,0.0144
8.7933e-04,-0.444,-0.44,0.0104,0.0072
8.7972e-04,-0.444,-0.448,0.0112,0.0144
8.8010e-04,-0.444,-0.44,0.012,0.008
8.8049e-04,-0.444,-0.448,0.0128,0.0176
8.8087e-04,-0.444,-0.44,0.0144,0.0096
8.8125e-04,-0.444,-0.448,0.0152,0.02
8.8164e-04,-0.444,-0.436,0.0152,0.0096
8.8202e-04,-0.444,-0.448,0.016,0.0216
8.8241e-04,-0.444,-0.436,0.016,0.0104
8.8279e-04,-0.444,-0.448,0.016,0.0216
8.8317e-04,-0.444,-0.436,0.0168,0.0112
8.8356e-04,-0.444,-0.448,0.0176,0.0216
8.8394e-04,-0.444,-0.436,0.0176,0.012
8.8433e-04,-0.444,-0.448,0.0176,0.028
8.8471e-04,-0.444,-0.44,0.0168,0.0136
8.8509e-04,-0.444,-0.448,0.016,0.02
8.8548e-04,-0.444,-0.436,0.016,-0.0048
8.8586e-04,-0.444,-0.448,0.0152,0.0296
8.8625e-04,-0.444,-0.44,0.0144,0.0096
8.8663e-04,-0.444,-0.448,0.0136,0.0192
8.8701e-04,-0.444,-0.44,0.012,0.008
8.8740e-04,-0.444,-0.448,0.0112,0.0168
8.8778e-04,-0.444,-0.436,0.0104,0.0064
8.8817e-04,-0.444,-0.448,0.0104,0.0152
8.8855e-04,-0.444,-0.436,0.0096,0.004
8.8893e-04,-0.444,-0.448,0.0096,0.0152
8.8932e-04,-0.444,-0.44,0.0088,0.0048
8.8970e-04,-0.444,-0.448,0.008,0.0152
8.9009e-04,-0.444,-0.436,0.0072,0.000799999
8.9047e-04,-0.444,-0.448,0.0064,0.012
8.9085e-04,-0.444,-0.44,0.0064,0.004
8.9124e-04,-0.444,-0.448,0.0072,0.0088
8.9162e-04,-0.444,-0.44,0.0072,0.0016
8.9201e-04,-0.444,-0.448,0.0072,0.0128
8.9239e-04,-0.444,-0.436,0.0072,0.0024
8.9277e-04,-0.444,-0.448,0.0072,0.0104
8.9316e-04,-0.444,-0.436,0.008,0.0024
8.9354e-04,-0.444,-0.448,0.0096,0.012
8.9393e-04,-0.444,-0.436,0.012,0.0064
8.9431e-04,-0.444,-0.448,0.0144,0.024
8.9469e-04,-0.444,-0.44,0.016,0.012
8.9508e-04,-0.444,-0.448,0.0168,0.0208
8.9546e-04,-0.444,-0.436,0.016,0.0104
8.9585e-04,-0.444,-0.448,0.016,0.0232
8.9623e-04,-0.444,-0.436,0.016,0.0104
8.9661e-04,-0.444,-0.448,0.016,0.0216
8.9700e-04,-0.444,-0.44,0.016,0.0136
8.9738e-04,-0.444,-0.448,0.016,0.0216
8.9777e-04,-0.444,-0.436,0.0152,0.0088
8.9815e-04,-0.444,-0.448,0.0144,0.0216
8.9853e-04,-0.444,-0.436,0.0144,0.0096
8.9892e-04,-0.444,-0.448,0.0136,0.0176
8.9930e-04,-0.444,-0.44,0.0136,0.0096
8.9969e-04,-0.444,-0.448,0.0136,0.0176
9.0007e-04,-0.444,-0.44,0.0128,0.0096
9.0045e-04,-0.444,-0.448,0.012,0.0184
9.0084e-04,-0.444,-0.436,0.0112,0.0064
9.0122e-04,-0.444,-0.448,0.0112,0.0176
9.0161e-04,-0.444,-0.44,0.0104,0.0056
9.0199e-04,-0.444,-0.448,0.0088,0.0144
9.0237e-04,-0.444,-0.436,0.0072,0.000799999
9.0276e-04,-0.444,-0.448,0.0056,0.0128
9.0314e-04,-0.44,-0.436,0.0048,-0.0024
9.0353e-04,-0.44,-0.448,0.0048,0.0104
9.0391e-04,-0.44,-0.436,0.0056,-0.000800001
9.0429e-04,-0.44,-0.444,0.0056,0.0152
9.0468e-04,-0.44,-0.436,0.0056,0.000799999
9.0506e-04,-0.44,-0.444,0.0056,0.0096
9.0545e-04,-0.44,-0.432,0.0064,0.0032
9.0583e-04,-0.436,-0.444,0.0072,0.0088
9.0622e-04,-0.436,-0.432,0.008,0.0016
9.0660e-04,-0.436,-0.44,0.008,0.0128
9.0698e-04,-0.436,-0.432,0.0088,0.0032
9.0737e-04,-0.436,-0.44,0.0096,0.0144
9.0775e-04,-0.432,-0.428,0.0104,0.0048
9.0814e-04,-0.432,-0.44,0.0112,0.0136
9.0852e-04,-0.432,-0.428,0.012,0.0088
9.0890e-04,-0.432,-0.44,0.0128,0.0152
9.0929e-04,-0.432,-0.424,0.0128,0.0072
9.0967e-04,-0.428,-0.436,0.0128,0.0184
9.1006e-04,-0.428,-0.424,0.0136,0.0072
9.1044e-04,-0.428,-0.436,0.0136,0.0176
9.1082e-04,-0.428,-0.424,0.0144,0.0112
9.1121e-04,-0.428,-0.432,0.0144,0.0176
9.1159e-04,-0.428,-0.42,0.0144,0.012
9.1198e-04,-0.424,-0.432,0.0136,0.0168
9.1236e-04,-0.424,-0.42,0.0128,0.0064
9.1274e-04,-0.424,-0.428,0.0112,0.0192
9.1313e-04,-0.424,-0.416,0.0112,0.0064
9.1351e-04,-0.42,-0.428,0.0112,0.0152
9.1390e-04,-0.42,-0.416,0.0112,0.0056
9.1428e-04,-0.42,-0.428,0.0104,0.0216
9.1466e-04,-0.42,-0.412,0.0096,0.0032
9.1505e-04,-0.42,-0.424,0.0088,0.0144
9.1543e-04,-0.416,-0.412,0.0088,0.0032
9.1582e-04,-0.416,-0.424,0.008,0.012
9.1620e-04,-0.416,-0.412,0.0072,-0.0144
9.1658e-04,-0.416,-0.424,0.0064,0.0272
9.1697e-04,-0.416,-0.408,0.0056,-0.0104
9.1735e-04,-0.412,-0.42,0.0048,0.02
9.1774e-04,-0.412,-0.408,0.004,-0.0152
9.1812e-04,-0.412,-0.42,0.004,0.024
9.1850e-04,-0.412,-0.404,0.004,-0.0088
9.1889e-04,-0.412,-0.416,0.004,0.012
9.1927e-04,-0.408,-0.404,0.004,-0.0016
9.1966e-04,-0.408,-0.416,0.0048,0.0128
9.2004e-04,-0.408,-0.404,0.0048,-0.0032
9.2042e-04,-0.408,-0.412,0.0048,0.0104
9.2081e-04,-0.408,-0.404,0.0056,0.000799999
9.2119e-04,-0.404,-0.412,0.0072,0.0144
9.2158e-04,-0.404,-0.4,0.008,0.0032
9.2196e-04,-0.404,-0.408,0.0088,0.0144
9.2234e-04,-0.404,-0.4,0.0088,0.004
9.2273e-04,-0.404,-0.408,0.0088,0.0128
9.2311e-04,-0.4,-0.396,0.008,0.0024
9.2350e-04,-0.4,-0.408,0.0096,0.0128
9.2388e-04,-0.4,-0.396,0.012,0.0016
9.2426e-04,-0.4,-0.404,0.0136,0.0216
9.2465e-04,-0.4,-0.392,0.0144,0.0096
9.2503e-04,-0.4,-0.404,0.0144,0.0192
9.2542e-04,-0.396,-0.392,0.0128,0.0096
9.2580e-04,-0.396,-0.4,0.0112,0.0176
9.2618e-04,-0.396,-0.392,0.0104,0.004
9.2657e-04,-0.396,-0.4,0.0104,0.0136
9.2695e-04,-0.392,-0.388,0.0104,0.0056
9.2734e-04,-0.392,-0.4,0.0112,0.0152
9.2772e-04,-0.392,-0.388,0.0104,0.0056
9.2810e-04,-0.392,-0.4,0.0088,0.0152
9.2849e-04,-0.392,-0.388,0.0072,0.004
9.2887e-04,-0.388,-0.396,0.0072,0.0104
9.2926e-04,-0.388,-0.384,0.0072,0.0016
9.2964e-04,-0.388,-0.396,0.008,0.0128
9.3002e-04,-0.388,-0.384,0.0088,0.0032
9.3041e-04,-0.388,-0.392,0.008,0.0144
9.3079e-04,-0.388,-0.38,0.008,0.0032
9.3118e-04,-0.384,-0.392,0.008,0.0128
9.3156e-04,-0.384,-0.38,0.008,0.0048
9.3194e-04,-0.384,-0.388,0.008,0.0096
9.3233e-04,-0.384,-0.38,0.008,0.000799999
9.3271e-04,-0.384,-0.388,0.008,0.0136
9.3310e-04,-0.38,-0.376,0.008,0.0032
9.3348e-04,-0.38,-0.388,0.0088,0.0128
9.3386e-04,-0.38,-0.376,0.0088,0.0024
9.3425e-04,-0.38,-0.384,0.0096,0.0192
9.3463e-04,-0.38,-0.376,0.0096,0.004
9.3502e-04,-0.376,-0.384,0.0104,0.0128
9.3540e-04,-0.376,-0.372,0.012,0.0056
9.3578e-04,-0.376,-0.384,0.0128,0.0168
9.3617e-04,-0.376,-0.372,0.0144,0.0096
9.3655e-04,-0.376,-0.38,0.0144,0.0184
9.3694e-04,-0.372,-0.368,0.0152,0.0088
9.3732e-04,-0.372,-0.38,0.0152,0.02
9.3771e-04,-0.372,-0.368,0.016,0.0112
9.3809e-04,-0.372,-0.38,0.016,0.0184
9.3847e-04,-0.372,-0.368,0.0168,0.0104
9.3886e-04,-0.372,-0.376,0.0176,0.0216
9.3924e-04,-0.368,-0.364,0.0168,0.012
9.3963e-04,-0.368,-0.376,0.016,0.0208
9.4001e-04,-0.368,-0.364,0.0152,0.012
9.4039e-04,-0.368,-0.372,0.0144,0.0176
