Model,DPO2024B
Firmware Version,1.56

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,3.84025e-07,,,
Filter Frequency,290000,,,
Record Length,5208,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.02,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-4.7318e-05,-0.444,-0.448,-0.0048,-0.000800001
-4.6934e-05,-0.444,-0.436,-0.004,-0.0064
-4.6550e-05,-0.444,-0.448,-0.0032,-0.000800001
-4.6166e-05,-0.444,-0.436,-0.0024,-0.008
-4.5782e-05,-0.444,-0.448,-0.000800001,0.0024
-4.5398e-05,-0.444,-0.436,0.000799999,-0.0032
-4.5014e-05,-0.444,-0.448,0.0024,0.0056
-4.4630e-05,-0.444,-0.436,0.0024,-0.000800001
-4.4246e-05,-0.444,-0.448,0.0024,0.0072
-4.3862e-05,-0.444,-0.436,0.0024,-0.0016
-4.3478e-05,-0.444,-0.448,0.0016,0.0072
-4.3094e-05,-0.444,-0.436,0.0024,-0.004
-4.2710e-05,-0.444,-0.448,0.0024,0.008
-4.2326e-05,-0.444,-0.436,0.0024,-0.0016
-4.1942e-05,-0.444,-0.448,0.0024,0.0064
-4.1558e-05,-0.444,-0.436,0.0024,-5.72205e-10
-4.1174e-05,-0.444,-0.448,0.0024,0.0056
-4.0790e-05,-0.444,-0.436,0.0024,-0.0112
-4.0406e-05,-0.444,-0.448,0.0016,0.0136
-4.0022e-05,-0.444,-0.436,0.000799999,-0.0112
-3.9637e-05,-0.444,-0.448,-5.72205e-10,0.02
-3.9253e-05,-0.444,-0.436,-0.000800001,-0.0072
-3.8869e-05,-0.444,-0.448,-0.000800001,0.0056
-3.8485e-05,-0.444,-0.436,-0.000800001,-0.0056
-3.8101e-05,-0.444,-0.448,-0.000800001,0.0112
-3.7717e-05,-0.444,-0.436,-0.0016,-0.0072
-3.7333e-05,-0.444,-0.448,-0.0032,0.004
-3.6949e-05,-0.444,-0.436,-0.004,-0.0088
-3.6565e-05,-0.444,-0.448,-0.004,0.0024
-3.6181e-05,-0.444,-0.436,-0.0048,-0.0088
-3.5797e-05,-0.444,-0.448,-0.0048,-0.000800001
-3.5413e-05,-0.444,-0.436,-0.0048,-0.008
-3.5029e-05,-0.444,-0.448,-0.0056,-0.0024
-3.4645e-05,-0.444,-0.436,-0.0048,-0.0104
-3.4261e-05,-0.444,-0.448,-0.0048,0.000799999
-3.3877e-05,-0.444,-0.436,-0.0048,-0.0096
-3.3493e-05,-0.444,-0.448,-0.004,0.000799999
-3.3109e-05,-0.444,-0.436,-0.004,-0.0064
-3.2725e-05,-0.444,-0.448,-0.004,-0.0016
-3.2341e-05,-0.444,-0.436,-0.0032,-0.0056
-3.1957e-05,-0.444,-0.448,-0.0024,-5.72205e-10
-3.1573e-05,-0.444,-0.436,-0.000800001,-0.0064
-3.1189e-05,-0.444,-0.448,0.000799999,0.004
-3.0805e-05,-0.444,-0.436,0.0016,-0.0016
-3.0421e-05,-0.444,-0.448,0.0016,0.0064
-3.0037e-05,-0.444,-0.44,0.000799999,-0.0048
-2.9653e-05,-0.444,-0.448,0.000799999,0.0064
-2.9269e-05,-0.444,-0.44,0.000799999,-0.0048
-2.8885e-05,-0.444,-0.448,0.0016,0.0064
-2.8501e-05,-0.444,-0.436,0.0032,-0.0024
-2.8117e-05,-0.444,-0.448,0.0048,0.0144
-2.7733e-05,-0.444,-0.436,0.0048,0.000799999
-2.7349e-05,-0.444,-0.448,0.004,0.0128
-2.6965e-05,-0.444,-0.436,0.0032,-0.0016
-2.6581e-05,-0.444,-0.448,0.0024,0.0072
-2.6197e-05,-0.444,-0.436,0.0024,-0.0024
-2.5813e-05,-0.444,-0.448,0.0016,0.008
-2.5429e-05,-0.444,-0.436,-5.72205e-10,-0.0064
-2.5045e-05,-0.444,-0.448,-0.000800001,0.0032
-2.4661e-05,-0.444,-0.436,-0.0016,-0.0056
-2.4276e-05,-0.444,-0.448,-0.0024,0.0024
-2.3892e-05,-0.444,-0.436,-0.0032,-0.0072
-2.3508e-05,-0.444,-0.448,-0.004,0.004
-2.3124e-05,-0.444,-0.44,-0.004,-0.0096
-2.2740e-05,-0.444,-0.448,-0.004,0.0016
-2.2356e-05,-0.444,-0.44,-0.0048,-0.0096
-2.1972e-05,-0.444,-0.448,-0.0056,-5.72205e-10
-2.1588e-05,-0.444,-0.44,-0.0064,-0.0104
-2.1204e-05,-0.444,-0.448,-0.0064,-0.004
-2.0820e-05,-0.444,-0.436,-0.0056,-0.0088
-2.0436e-05,-0.444,-0.448,-0.0048,-0.0024
-2.0052e-05,-0.444,-0.436,-0.0056,-0.0088
-1.9668e-05,-0.444,-0.448,-0.0064,0.0016
-1.9284e-05,-0.444,-0.436,-0.0064,-0.0136
-1.8900e-05,-0.444,-0.448,-0.0048,-0.0016
-1.8516e-05,-0.444,-0.436,-0.0032,-0.008
-1.8132e-05,-0.444,-0.448,-0.000800001,0.0112
-1.7748e-05,-0.44,-0.436,0.000799999,-0.0032
-1.7364e-05,-0.44,-0.448,0.0016,0.0072
-1.6980e-05,-0.444,-0.436,0.0024,-0.000800001
-1.6596e-05,-0.444,-0.448,0.0024,0.0064
-1.6212e-05,-0.444,-0.436,0.0032,-0.0056
-1.5828e-05,-0.444,-0.448,0.0032,0.008
-1.5444e-05,-0.444,-0.436,0.004,0.0016
-1.5060e-05,-0.444,-0.448,0.004,0.0072
-1.4676e-05,-0.444,-0.436,0.004,-0.0016
-1.4292e-05,-0.444,-0.448,0.004,0.0104
-1.3908e-05,-0.444,-0.436,0.004,-0.000800001
-1.3524e-05,-0.444,-0.448,0.004,0.008
-1.3140e-05,-0.444,-0.436,0.0032,-5.72205e-10
-1.2756e-05,-0.444,-0.448,0.0024,0.008
-1.2372e-05,-0.444,-0.436,0.0024,-0.0016
-1.1988e-05,-0.444,-0.448,0.000799999,0.0048
-1.1604e-05,-0.444,-0.436,0.000799999,-0.0048
-1.1220e-05,-0.444,-0.448,-5.72205e-10,0.0056
-1.0836e-05,-0.444,-0.436,-0.000800001,-0.0048
-1.0452e-05,-0.444,-0.448,-0.0016,0.0048
-1.0068e-05,-0.444,-0.436,-0.0024,-0.0064
-9.6836e-06,-0.444,-0.448,-0.004,0.0032
-9.2995e-06,-0.444,-0.44,-0.0048,-0.0096
-8.9155e-06,-0.444,-0.448,-0.0056,0.0032
-8.5315e-06,-0.444,-0.436,-0.0056,-0.0112
-8.1475e-06,-0.444,-0.448,-0.0048,0.0056
-7.7634e-06,-0.444,-0.436,-0.0048,-0.0104
-7.3794e-06,-0.444,-0.448,-0.0056,0.0016
-6.9954e-06,-0.444,-0.436,-0.0056,-0.0096
-6.6114e-06,-0.444,-0.448,-0.0056,-0.0024
-6.2273e-06,-0.444,-0.436,-0.0048,-0.0104
-5.8433e-06,-0.444,-0.448,-0.004,0.000799999
-5.4593e-06,-0.444,-0.436,-0.004,-0.0064
-5.0753e-06,-0.444,-0.448,-0.0032,-0.000800001
-4.6912e-06,-0.444,-0.436,-0.0024,-0.008
-4.3072e-06,-0.444,-0.448,-0.0016,0.0032
-3.9232e-06,-0.444,-0.436,-0.000800001,-0.0032
-3.5392e-06,-0.444,-0.448,0.000799999,0.004
-3.1551e-06,-0.444,-0.44,0.000799999,-0.0024
-2.7711e-06,-0.444,-0.448,0.0016,0.008
-2.3871e-06,-0.444,-0.436,0.0016,-0.004
-2.0031e-06,-0.444,-0.448,0.0016,0.0072
-1.6190e-06,-0.444,-0.436,0.0024,-0.0032
-1.2350e-06,-0.444,-0.448,0.0032,0.0056
-8.5100e-07,-0.444,-0.436,0.0032,-0.0136
-4.6697e-07,-0.444,-0.448,0.0032,0.02
-8.2949e-08,-0.44,-0.436,0.0024,-0.0192
3.0108e-07,-0.44,-0.448,0.0016,0.032
6.8510e-07,-0.44,-0.436,0.0016,-0.0096
1.0691e-06,-0.444,-0.448,0.0016,0.0088
1.4531e-06,-0.444,-0.436,0.0016,-0.0064
1.8372e-06,-0.444,-0.448,0.0016,0.0192
2.2212e-06,-0.444,-0.436,0.000799999,-0.0048
2.6052e-06,-0.444,-0.448,-5.72205e-10,0.0104
2.9892e-06,-0.444,-0.44,-0.000800001,-0.0048
3.3733e-06,-0.444,-0.448,-0.0016,0.008
3.7573e-06,-0.444,-0.436,-0.0024,-0.0096
4.1413e-06,-0.444,-0.448,-0.0032,0.0032
4.5253e-06,-0.444,-0.44,-0.004,-0.0072
4.9094e-06,-0.444,-0.448,-0.0048,0.0016
5.2934e-06,-0.444,-0.436,-0.0056,-0.012
5.6774e-06,-0.444,-0.448,-0.0064,-0.0024
6.0614e-06,-0.444,-0.436,-0.0064,-0.0144
6.4455e-06,-0.444,-0.448,-0.0064,-0.0024
6.8295e-06,-0.444,-0.436,-0.0056,-0.0112
7.2135e-06,-0.444,-0.448,-0.0048,0.000799999
7.5975e-06,-0.444,-0.436,-0.0056,-0.008
7.9816e-06,-0.444,-0.448,-0.0048,-0.0024
8.3656e-06,-0.444,-0.436,-0.004,-0.0088
8.7496e-06,-0.444,-0.448,-0.0032,0.0016
9.1336e-06,-0.444,-0.436,-0.0024,-0.0056
9.5177e-06,-0.444,-0.448,-0.0016,0.0024
9.9017e-06,-0.444,-0.436,-0.000800001,-0.0048
1.0286e-05,-0.444,-0.448,-0.000800001,0.0024
1.0670e-05,-0.444,-0.436,-0.000800001,-0.0064
1.1054e-05,-0.444,-0.448,-5.72205e-10,0.0024
1.1438e-05,-0.444,-0.436,0.000799999,-0.0056
1.1822e-05,-0.444,-0.448,0.0032,0.0128
1.2206e-05,-0.444,-0.436,0.004,-0.0024
1.2590e-05,-0.444,-0.448,0.004,0.016
1.2974e-05,-0.444,-0.436,0.004,0.000799999
1.3358e-05,-0.44,-0.448,0.004,0.0088
1.3742e-05,-0.44,-0.436,0.004,0.000799999
1.4126e-05,-0.44,-0.448,0.0032,0.0072
1.4510e-05,-0.44,-0.436,0.0024,-0.0024
1.4894e-05,-0.44,-0.448,0.0016,0.0088
1.5278e-05,-0.44,-0.436,0.0016,-0.0024
1.5662e-05,-0.44,-0.448,0.0016,0.0072
1.6046e-05,-0.44,-0.436,0.000799999,-0.0016
1.6430e-05,-0.444,-0.448,-5.72205e-10,0.004
1.6814e-05,-0.444,-0.436,-0.000800001,-0.0056
1.7198e-05,-0.444,-0.448,-0.0016,0.0024
1.7582e-05,-0.444,-0.436,-0.0024,-0.0096
1.7966e-05,-0.444,-0.448,-0.0032,0.0056
1.8350e-05,-0.444,-0.436,-0.004,-0.008
1.8734e-05,-0.444,-0.448,-0.0048,0.0016
1.9118e-05,-0.444,-0.436,-0.0056,-0.008
1.9502e-05,-0.444,-0.448,-0.0064,-0.0032
1.9886e-05,-0.444,-0.436,-0.0072,-0.0128
2.0270e-05,-0.444,-0.448,-0.008,-0.0016
2.0654e-05,-0.444,-0.436,-0.008,-0.0248
2.1038e-05,-0.444,-0.448,-0.008,0.0064
2.1422e-05,-0.444,-0.436,-0.0064,-0.0264
2.1806e-05,-0.444,-0.448,-0.0048,0.0136
2.2190e-05,-0.444,-0.436,-0.0032,-0.0104
2.2575e-05,-0.444,-0.448,-0.0024,0.0096
2.2959e-05,-0.44,-0.436,-0.0016,-0.0064
2.3343e-05,-0.444,-0.448,-5.72205e-10,0.0088
2.3727e-05,-0.444,-0.436,0.000799999,-0.0056
2.4111e-05,-0.444,-0.448,0.000799999,0.0056
2.4495e-05,-0.444,-0.436,0.000799999,-0.0048
2.4879e-05,-0.444,-0.448,0.000799999,0.012
2.5263e-05,-0.444,-0.436,0.0016,-0.0088
2.5647e-05,-0.444,-0.448,0.0024,0.0112
2.6031e-05,-0.444,-0.436,0.0024,-0.0032
2.6415e-05,-0.444,-0.448,0.0032,0.0088
2.6799e-05,-0.444,-0.436,0.0032,-0.0024
2.7183e-05,-0.444,-0.448,0.004,0.0096
2.7567e-05,-0.444,-0.436,0.004,0.0016
2.7951e-05,-0.444,-0.448,0.0032,0.008
2.8335e-05,-0.444,-0.436,0.0024,-0.0016
2.8719e-05,-0.44,-0.448,0.0016,0.0064
2.9103e-05,-0.44,-0.436,0.0016,-0.004
2.9487e-05,-0.44,-0.444,0.0016,0.0072
2.9871e-05,-0.444,-0.436,0.000799999,-0.0032
3.0255e-05,-0.444,-0.448,-0.000800001,0.0064
3.0639e-05,-0.444,-0.436,-0.0024,-0.0088
3.1023e-05,-0.444,-0.448,-0.004,0.0024
3.1407e-05,-0.444,-0.436,-0.0032,-0.0088
3.1791e-05,-0.444,-0.448,-0.0024,0.004
3.2175e-05,-0.444,-0.436,-0.0024,-0.008
3.2559e-05,-0.444,-0.448,-0.0032,0.0096
3.2943e-05,-0.444,-0.44,-0.0048,-0.0096
3.3327e-05,-0.444,-0.448,-0.0048,0.0032
3.3711e-05,-0.444,-0.436,-0.0056,-0.0088
3.4095e-05,-0.444,-0.448,-0.0048,-0.0016
3.4479e-05,-0.444,-0.436,-0.0048,-0.0104
3.4863e-05,-0.444,-0.448,-0.0048,0.0016
3.5247e-05,-0.444,-0.436,-0.0048,-0.008
3.5631e-05,-0.444,-0.448,-0.004,0.0016
3.6015e-05,-0.444,-0.436,-0.0032,-0.0064
3.6399e-05,-0.444,-0.448,-0.0032,0.000799999
3.6783e-05,-0.444,-0.436,-0.0024,-0.0056
3.7167e-05,-0.444,-0.448,-0.0016,0.000799999
3.7551e-05,-0.444,-0.436,-5.72205e-10,-0.0056
3.7935e-05,-0.444,-0.448,-5.72205e-10,0.0048
3.8320e-05,-0.444,-0.436,0.000799999,-0.0056
3.8704e-05,-0.444,-0.448,0.000799999,0.0056
3.9088e-05,-0.444,-0.436,0.0016,-0.004
3.9472e-05,-0.444,-0.448,0.0024,0.0056
3.9856e-05,-0.444,-0.436,0.0016,-0.012
4.0240e-05,-0.444,-0.448,0.0016,0.0184
4.0624e-05,-0.444,-0.436,0.0016,-0.0064
4.1008e-05,-0.444,-0.448,0.0024,0.0136
4.1392e-05,-0.444,-0.436,0.0024,-0.0016
4.1776e-05,-0.444,-0.448,0.0032,0.0088
4.2160e-05,-0.444,-0.436,0.0032,-0.004
4.2544e-05,-0.444,-0.448,0.0024,0.0136
4.2928e-05,-0.444,-0.436,0.0024,-0.0032
4.3312e-05,-0.444,-0.448,0.0016,0.0072
4.3696e-05,-0.444,-0.436,0.000799999,-0.0032
4.4080e-05,-0.444,-0.448,-0.000800001,0.0048
4.4464e-05,-0.444,-0.436,-0.000800001,-0.0072
4.4848e-05,-0.444,-0.448,-0.0016,0.004
4.5232e-05,-0.444,-0.436,-0.0024,-0.008
4.5616e-05,-0.444,-0.448,-0.0032,0.0016
4.6000e-05,-0.444,-0.436,-0.004,-0.008
4.6384e-05,-0.444,-0.448,-0.0048,0.000799999
4.6768e-05,-0.444,-0.436,-0.0048,-0.008
4.7152e-05,-0.444,-0.448,-0.0056,-0.000800001
4.7536e-05,-0.444,-0.436,-0.0056,-0.008
4.7920e-05,-0.444,-0.448,-0.0064,-0.0024
4.8304e-05,-0.444,-0.436,-0.0056,-0.0088
4.8688e-05,-0.444,-0.448,-0.0048,-0.0032
4.9072e-05,-0.444,-0.436,-0.004,-0.0088
4.9456e-05,-0.444,-0.448,-0.004,0.0016
4.9840e-05,-0.444,-0.436,-0.004,-0.0096
5.0224e-05,-0.444,-0.448,-0.004,-5.72205e-10
5.0608e-05,-0.444,-0.436,-0.004,-0.0096
5.0992e-05,-0.444,-0.448,-0.0032,-0.0016
5.1376e-05,-0.444,-0.44,-0.0016,-0.0056
5.1760e-05,-0.444,-0.448,-5.72205e-10,0.000799999
5.2144e-05,-0.444,-0.436,0.0016,-0.008
5.2528e-05,-0.444,-0.448,0.0024,0.012
5.2912e-05,-0.444,-0.436,0.0024,-0.0024
5.3296e-05,-0.444,-0.448,0.0024,0.0064
5.3680e-05,-0.444,-0.436,0.0032,-0.000800001
5.4065e-05,-0.444,-0.448,0.0032,0.0056
5.4449e-05,-0.444,-0.436,0.0032,-0.000800001
5.4833e-05,-0.444,-0.448,0.004,0.0096
5.5217e-05,-0.444,-0.436,0.0032,-5.72205e-10
5.5601e-05,-0.444,-0.448,0.0032,0.0072
5.5985e-05,-0.444,-0.436,0.0032,-0.0016
5.6369e-05,-0.444,-0.448,0.0024,0.008
5.6753e-05,-0.444,-0.436,0.0024,-0.000800001
5.7137e-05,-0.444,-0.448,0.000799999,0.0064
5.7521e-05,-0.444,-0.44,-5.72205e-10,-0.0048
5.7905e-05,-0.444,-0.448,-0.000800001,0.0056
5.8289e-05,-0.444,-0.436,-0.0016,-0.0072
5.8673e-05,-0.444,-0.448,-0.0024,0.000799999
5.9057e-05,-0.444,-0.436,-0.0032,-0.0072
5.9441e-05,-0.444,-0.448,-0.004,0.0016
5.9825e-05,-0.444,-0.44,-0.0048,-0.008
6.0209e-05,-0.444,-0.448,-0.0056,0.000799999
6.0593e-05,-0.444,-0.436,-0.0064,-0.0136
6.0977e-05,-0.44,-0.448,-0.0072,-5.72205e-10
6.1361e-05,-0.44,-0.436,-0.0072,-0.0128
6.1745e-05,-0.44,-0.448,-0.0064,-0.004
6.2129e-05,-0.444,-0.436,-0.0048,-0.012
6.2513e-05,-0.444,-0.448,-0.004,0.004
6.2897e-05,-0.444,-0.436,-0.004,-0.0064
6.3281e-05,-0.444,-0.448,-0.004,-0.0016
6.3665e-05,-0.444,-0.436,-0.004,-0.0096
6.4049e-05,-0.444,-0.448,-0.0032,0.0016
6.4433e-05,-0.444,-0.44,-0.0024,-0.0072
6.4817e-05,-0.444,-0.448,-0.0016,0.0016
6.5201e-05,-0.444,-0.44,-0.000800001,-0.0048
6.5585e-05,-0.444,-0.448,0.000799999,0.0024
6.5969e-05,-0.444,-0.436,0.000799999,-0.0072
6.6353e-05,-0.444,-0.448,0.0016,0.0088
6.6737e-05,-0.444,-0.44,0.0016,-0.0032
6.7121e-05,-0.444,-0.448,0.0024,0.0064
6.7505e-05,-0.444,-0.436,0.0024,-0.0032
6.7889e-05,-0.444,-0.448,0.0024,0.0064
6.8273e-05,-0.444,-0.44,0.0024,-0.0016
6.8657e-05,-0.444,-0.448,0.0024,0.0048
6.9041e-05,-0.444,-0.436,0.0024,-0.0032
6.9425e-05,-0.444,-0.448,0.0024,0.008
6.9810e-05,-0.444,-0.436,0.0016,-0.0032
7.0194e-05,-0.444,-0.448,0.000799999,0.0056
7.0578e-05,-0.444,-0.436,-5.72205e-10,-0.0056
7.0962e-05,-0.444,-0.448,-0.000800001,0.0056
7.1346e-05,-0.444,-0.436,-0.0024,-0.0056
7.1730e-05,-0.444,-0.448,-0.0024,0.000799999
7.2114e-05,-0.444,-0.436,-0.0024,-0.008
7.2498e-05,-0.444,-0.448,-0.0024,0.0088
7.2882e-05,-0.444,-0.436,-0.0032,-0.0096
7.3266e-05,-0.444,-0.448,-0.004,0.000799999
7.3650e-05,-0.444,-0.436,-0.0048,-0.008
7.4034e-05,-0.444,-0.448,-0.0048,-5.72205e-10
7.4418e-05,-0.444,-0.436,-0.0056,-0.0096
7.4802e-05,-0.444,-0.448,-0.0064,-0.0032
7.5186e-05,-0.444,-0.436,-0.0064,-0.0128
7.5570e-05,-0.444,-0.448,-0.0064,-0.000800001
7.5954e-05,-0.444,-0.436,-0.0064,-0.0112
7.6338e-05,-0.444,-0.448,-0.0056,-0.0024
7.6722e-05,-0.444,-0.436,-0.0048,-0.0072
7.7106e-05,-0.444,-0.448,-0.004,-0.000800001
7.7490e-05,-0.444,-0.436,-0.004,-0.0104
7.7874e-05,-0.444,-0.448,-0.004,0.0024
7.8258e-05,-0.444,-0.436,-0.0032,-0.0072
7.8642e-05,-0.444,-0.448,-0.0024,-0.000800001
7.9026e-05,-0.444,-0.436,-0.000800001,-0.0056
7.9410e-05,-0.444,-0.448,-5.72205e-10,0.0032
7.9794e-05,-0.444,-0.436,-5.72205e-10,-0.004
8.0178e-05,-0.444,-0.448,-5.72205e-10,0.0056
8.0562e-05,-0.444,-0.436,-5.72205e-10,-0.0128
8.0946e-05,-0.444,-0.448,-5.72205e-10,0.0192
8.1330e-05,-0.444,-0.436,0.000799999,-0.0048
8.1714e-05,-0.444,-0.448,0.0032,0.0048
8.2098e-05,-0.444,-0.436,0.004,-0.0048
8.2482e-05,-0.444,-0.448,0.004,0.0168
8.2866e-05,-0.444,-0.436,0.0032,-0.0272
8.3250e-05,-0.444,-0.448,0.0032,0.0256
8.3634e-05,-0.444,-0.436,0.0032,-0.0128
8.4018e-05,-0.444,-0.448,0.0024,0.02
8.4402e-05,-0.444,-0.44,0.0016,-0.008
8.4786e-05,-0.444,-0.448,0.000799999,0.0136
8.5171e-05,-0.444,-0.436,-0.000800001,-0.008
8.5555e-05,-0.444,-0.448,-0.0016,0.0064
8.5939e-05,-0.444,-0.44,-0.0024,-0.0096
8.6323e-05,-0.444,-0.448,-0.0032,0.0048
8.6707e-05,-0.444,-0.44,-0.004,-0.0128
8.7091e-05,-0.444,-0.448,-0.004,0.0056
8.7475e-05,-0.444,-0.436,-0.0048,-0.012
8.7859e-05,-0.444,-0.448,-0.0056,0.0016
8.8243e-05,-0.444,-0.436,-0.0056,-0.008
8.8627e-05,-0.444,-0.448,-0.0064,-0.0032
8.9011e-05,-0.444,-0.436,-0.0072,-0.0112
8.9395e-05,-0.444,-0.448,-0.0072,-0.0032
8.9779e-05,-0.444,-0.44,-0.0072,-0.0136
9.0163e-05,-0.444,-0.448,-0.0072,-0.0016
9.0547e-05,-0.444,-0.436,-0.0072,-0.0128
9.0931e-05,-0.444,-0.448,-0.008,-0.0016
9.1315e-05,-0.444,-0.436,-0.008,-0.0104
9.1699e-05,-0.444,-0.448,-0.0064,-0.0056
9.2083e-05,-0.444,-0.436,-0.004,-0.0104
9.2467e-05,-0.444,-0.448,-0.0016,0.0072
9.2851e-05,-0.444,-0.436,-5.72205e-10,-0.0048
9.3235e-05,-0.444,-0.448,0.0016,0.0064
9.3619e-05,-0.444,-0.436,0.0024,-0.0024
9.4003e-05,-0.444,-0.448,0.0024,0.008
9.4387e-05,-0.444,-0.436,0.0024,-0.0016
9.4771e-05,-0.444,-0.448,0.0024,0.0072
9.5155e-05,-0.444,-0.436,0.0032,-0.0016
9.5539e-05,-0.444,-0.448,0.0048,0.008
9.5923e-05,-0.444,-0.436,0.0048,-0.000800001
9.6307e-05,-0.444,-0.448,0.004,0.0104
9.6691e-05,-0.444,-0.436,0.004,0.0016
9.7075e-05,-0.444,-0.448,0.0032,0.0064
9.7459e-05,-0.444,-0.436,0.0024,-0.000800001
9.7843e-05,-0.444,-0.448,0.0016,0.0048
9.8227e-05,-0.444,-0.44,0.000799999,-0.004
9.8611e-05,-0.444,-0.448,0.000799999,0.0064
9.8995e-05,-0.444,-0.44,-5.72205e-10,-0.004
9.9379e-05,-0.444,-0.448,-5.72205e-10,0.0056
9.9763e-05,-0.444,-0.436,-0.000800001,-0.0048
1.0015e-04,-0.444,-0.448,-0.0024,0.0032
1.0053e-04,-0.444,-0.44,-0.004,-0.0112
1.0092e-04,-0.444,-0.448,-0.0048,-5.72205e-10
1.0130e-04,-0.444,-0.436,-0.0056,-0.0128
1.0168e-04,-0.444,-0.448,-0.0048,-0.0016
1.0207e-04,-0.444,-0.436,-0.004,-0.0104
1.0245e-04,-0.444,-0.448,-0.004,0.0088
1.0284e-04,-0.444,-0.44,-0.0048,-0.008
1.0322e-04,-0.444,-0.448,-0.0048,-0.0016
1.0360e-04,-0.444,-0.44,-0.004,-0.008
1.0399e-04,-0.444,-0.448,-0.0032,0.0024
1.0437e-04,-0.444,-0.436,-0.0032,-0.0064
1.0476e-04,-0.444,-0.448,-0.0024,0.0024
1.0514e-04,-0.444,-0.436,-0.0024,-0.0064
1.0552e-04,-0.444,-0.448,-0.0024,0.0056
1.0591e-04,-0.444,-0.44,-0.0016,-0.0048
1.0629e-04,-0.444,-0.448,-0.000800001,0.0048
1.0668e-04,-0.444,-0.436,-5.72205e-10,-0.008
1.0706e-04,-0.44,-0.448,0.000799999,0.004
1.0744e-04,-0.444,-0.436,0.0024,-0.004
1.0783e-04,-0.444,-0.448,0.0024,0.0088
1.0821e-04,-0.444,-0.436,0.0016,-0.0024
1.0860e-04,-0.444,-0.448,0.0024,0.008
1.0898e-04,-0.444,-0.44,0.0032,-0.0016
1.0936e-04,-0.444,-0.448,0.004,0.0088
1.0975e-04,-0.444,-0.436,0.0032,-0.0016
1.1013e-04,-0.444,-0.448,0.0024,0.0088
1.1052e-04,-0.444,-0.44,0.000799999,-0.008
1.1090e-04,-0.444,-0.448,-0.000800001,0.0064
1.1128e-04,-0.444,-0.436,-0.0016,-0.0048
1.1167e-04,-0.444,-0.448,-0.0016,0.000799999
1.1205e-04,-0.444,-0.44,-0.000800001,-0.0064
1.1244e-04,-0.444,-0.448,-5.72205e-10,0.0104
1.1282e-04,-0.444,-0.44,-5.72205e-10,-0.004
1.1320e-04,-0.444,-0.448,-5.72205e-10,0.0056
1.1359e-04,-0.444,-0.436,-0.000800001,-0.0048
1.1397e-04,-0.444,-0.448,-0.000800001,0.0056
1.1436e-04,-0.444,-0.436,-0.0016,-0.0072
1.1474e-04,-0.444,-0.448,-0.0024,0.0024
1.1512e-04,-0.444,-0.44,-0.0032,-0.0088
1.1551e-04,-0.444,-0.448,-0.0032,0.0032
1.1589e-04,-0.444,-0.436,-0.004,-0.008
1.1628e-04,-0.444,-0.448,-0.0048,-0.0016
1.1666e-04,-0.444,-0.44,-0.0064,-0.0104
1.1704e-04,-0.444,-0.448,-0.0072,0.0016
1.1743e-04,-0.444,-0.436,-0.0072,-0.0096
1.1781e-04,-0.444,-0.448,-0.0072,-0.0048
1.1820e-04,-0.444,-0.436,-0.0064,-0.0104
1.1858e-04,-0.444,-0.448,-0.0064,-0.000800001
1.1896e-04,-0.444,-0.436,-0.0056,-0.0088
1.1935e-04,-0.444,-0.448,-0.0048,-5.72205e-10
1.1973e-04,-0.444,-0.436,-0.0032,-0.0072
1.2012e-04,-0.444,-0.448,-0.0024,-5.72205e-10
1.2050e-04,-0.444,-0.436,-0.0016,-0.0144
1.2088e-04,-0.444,-0.448,-0.0016,0.0168
1.2127e-04,-0.444,-0.436,-0.000800001,-0.008
1.2165e-04,-0.444,-0.448,0.000799999,0.0048
1.2204e-04,-0.444,-0.436,0.0024,-0.004
1.2242e-04,-0.444,-0.448,0.0032,0.016
1.2280e-04,-0.444,-0.44,0.0032,-0.0016
1.2319e-04,-0.444,-0.448,0.0032,0.008
1.2357e-04,-0.444,-0.44,0.0032,0.000799999
1.2396e-04,-0.444,-0.448,0.0024,0.0056
1.2434e-04,-0.444,-0.436,0.0016,-0.0024
1.2473e-04,-0.444,-0.448,0.0016,0.008
1.2511e-04,-0.444,-0.436,0.000799999,-0.004
1.2549e-04,-0.444,-0.448,-5.72205e-10,0.0048
1.2588e-04,-0.444,-0.436,-5.72205e-10,-0.0024
1.2626e-04,-0.444,-0.448,-5.72205e-10,0.0032
1.2665e-04,-0.444,-0.44,-0.000800001,-0.0056
1.2703e-04,-0.444,-0.448,-0.0016,0.004
1.2741e-04,-0.444,-0.436,-0.0024,-0.0064
1.2780e-04,-0.444,-0.448,-0.0032,-5.72205e-10
1.2818e-04,-0.444,-0.436,-0.0032,-0.0096
1.2857e-04,-0.444,-0.448,-0.0032,0.0016
1.2895e-04,-0.444,-0.436,-0.004,-0.0072
1.2933e-04,-0.444,-0.448,-0.0048,-0.000800001
1.2972e-04,-0.444,-0.44,-0.0056,-0.0112
1.3010e-04,-0.444,-0.448,-0.0072,-0.0016
1.3049e-04,-0.444,-0.436,-0.008,-0.0176
